Sr,Date,URL,ID,User,Tweet,emotion_text2emotion
93,2021-09-11 12:08:21+00:00,https://twitter.com/Rabiamufti1/status/1436662898282094593,1.44E+18,Rabiamufti1,"They are just busy in awarding prestigious awards to the people related entertainment industry. No respect for the person who devoted almost his half life in the quest of Knowledge. 
#savePhDs #StopLootingPhDs https://t.co/QSXKjdnSAe",Fear
94,2021-09-11 12:04:55+00:00,https://twitter.com/ImranaPhD/status/1436662034607878147,1.44E+18,ImranaPhD,"@Aasil_Hussain @KhalidUsmanPk @Saira_Bhatti07 @drsalmanmalik82 @drishafique @ImranKhanPTI @hecpkofficial @Shafqat_Mahmood @DrMuradPTI Yes, the situation is at its worst right now for PhDs. There are more than 5000 jobless PhDs who did Their PhDs indigenously or from abroad.#StopLootingPhDs #savePhDs",Sad
95,2021-09-11 12:02:04+00:00,https://twitter.com/ImranaPhD/status/1436661315465011204,1.44E+18,ImranaPhD,@MasoodNiazi16 @ImranKhanPTI Yes it is alarming situation right now in the country. Your concerns are genuine and valid. #StopLootingPhDs #savePhDs,Surprise
96,2021-09-11 12:01:56+00:00,https://twitter.com/ahmemon05/status/1436661281554149382,1.44E+18,ahmemon05,"#savePhDs 
#StopLottingPhDs
Congratulations guys you are rocking on trend list. Hurry up to raise this voice &amp; make it top trend .

Voice For Rights✊

#OnlyTogetherWeCan https://t.co/wQXYUkUJmg",Fear
97,2021-09-11 12:01:14+00:00,https://twitter.com/Saira_Bhatti07/status/1436661105305264133,1.44E+18,Saira_Bhatti07,"Universities are looting jobless PhDs on the name of application fee for permanent jobs and even hiring visiting faculty on 800 to 1200 PKR per lecture. On one side they are taking huge fees from parents and on other exploiting jobless PhDs.
#StopLootingPhDs
#savePhDs",Fear
98,2021-09-11 11:59:57+00:00,https://twitter.com/Saira_Bhatti07/status/1436660785795801089,1.44E+18,Saira_Bhatti07,"This is common trend of looting money from jobless candidates.I can't understand the fact of these vouchers of 3000+ for just applying in any university only to get 1 to 3% chance of just 3 minute interview.
#StopLootingPhDs
#SavePhDs",Fear
99,2021-09-11 11:57:49+00:00,https://twitter.com/Rabiamufti1/status/1436660245347110917,1.44E+18,Rabiamufti1,"Ban the culture of institutes looting hefty amount of  money in the name of so called already ""reserved seat"".
#SavePhds #StopLootingPhDs 
@Shafqat_Mahmood @ImranKhanPTI",Sad
100,2021-09-11 11:51:15+00:00,https://twitter.com/ChemistRazzaque/status/1436658593206571010,1.44E+18,ChemistRazzaque,"Say no to Application Processing Fee
#StopLootingPhDs 
#savePhDs",Surprise
101,2021-09-11 11:50:34+00:00,https://twitter.com/KhalidUsmanPk/status/1436658421210750982,1.44E+18,KhalidUsmanPk,Raise your voice for PhDs &amp; education. Because PhDs on Ventilator and soon will be there ⤵️. #SavePhDs https://t.co/nhS3ENB6p7,Fear
102,2021-09-11 11:48:28+00:00,https://twitter.com/Dr_Huda_Says/status/1436657895232450561,1.44E+18,Dr_Huda_Says,"We have some much expectations from current Govt
#StopLootingPhDs #savePhDs https://t.co/bPwzYQReML",Fear
103,2021-09-11 11:44:44+00:00,https://twitter.com/DrHAFIZ85602775/status/1436656952990486528,1.44E+18,DrHAFIZ85602775,"1st they select the candidate and then announce the advertisement to collect money from unemployed PhDs
Immediatee steps should be executed by Government to stop taking heavy job processing fees from the already un-employed Phds
#savePhDs 
#StopLootingPhDs",Surprise
104,2021-09-11 11:42:39+00:00,https://twitter.com/ahmemon05/status/1436656430933815303,1.44E+18,ahmemon05,"#savePhDs
#StopLootingPhDs 
We are just requesting administration of universities if you wants to upgrade your own employes through internal hirings then plz mention it in advertisement &amp; also number of seat so we can save our money, we are already much exhausted from this system https://t.co/3oyqaCrl9Q",Fear
105,2021-09-11 11:41:44+00:00,https://twitter.com/ImranaPhD/status/1436656198883807233,1.44E+18,ImranaPhD,"@KhalidUsmanPk @farooqAlashari No action
No policy
No follow up
Hence situation is at ots worst.
#StopLootingPhDs #savePhDs",Fear
106,2021-09-11 11:39:38+00:00,https://twitter.com/MasoodNiazi16/status/1436655670418345985,1.44E+18,MasoodNiazi16,"After seeing the sufferings of the most educated talented youth in Pakistan, I am seriously concerned about the future of my own children. #savePhDs #StopLootingPhDs
@ImranKhanPTI",Sad
107,2021-09-11 11:39:14+00:00,https://twitter.com/Saira_Bhatti07/status/1436655569176248325,1.44E+18,Saira_Bhatti07,"We are trying to awake them by soft protest if not will definitely organise physical protest too. 
#StopLootingPhDds
#SavePhDs https://t.co/RoKFElDKDV",Fear
108,2021-09-11 11:36:49+00:00,https://twitter.com/KhalidUsmanPk/status/1436654963573329920,1.44E+18,KhalidUsmanPk,@farooqAlashari No more dark future for PhDs. #SavePhDs,Sad
109,2021-09-11 11:36:16+00:00,https://twitter.com/ahmemon05/status/1436654822095261696,1.44E+18,ahmemon05,"#savePhDs 
#StopLootingPhDs 
Islamic Republic, Riyasat-e-madina &amp; examples of welfare state of Hazrat Umer R.A but even failed to provide to your upper educated class of society.  Isn't it seem hypocritical approach of dual standards peoples as we saw before in Riyasat-e-Qoofa. https://t.co/W5KlXbTERU",Surprise
110,2021-09-11 11:34:05+00:00,https://twitter.com/WaqasClimate/status/1436654276265263106,1.44E+18,WaqasClimate,Why is there no Pakistani University even among world top 500? Because we are not selecting people on merit. And just ruining career of thousand of PhDs by hiring few visiting faculties #SavePhDs,Surprise
111,2021-09-11 11:33:54+00:00,https://twitter.com/farooqAlashari/status/1436654228370595840,1.44E+18,farooqAlashari,This is the worst situation; young PhDs are forced to leave the current. HEC is just facilitating the brain drain. No action against universities running via visiting faculty rather appointing full-time faculty.   #savePhDs #StopLootingPhDs,Fear
112,2021-09-11 11:31:50+00:00,https://twitter.com/YasirMadiha/status/1436653708616470529,1.44E+18,YasirMadiha,"#savePhDs
#StopLootingPhDs This is clearly illogical to charge this huge amount of processing fees from unemployed PhDs who are actually in dire need to support their families. https://t.co/9ouQ6C2R81",Surprise
113,2021-09-11 11:30:23+00:00,https://twitter.com/ImranaPhD/status/1436653344320196614,1.44E+18,ImranaPhD,"@Aasil_Hussain @KhalidUsmanPk @Saira_Bhatti07 @drsalmanmalik82 @drishafique Plan is that there are no plans, a reply on Govt behalf.....#StopLootingPhDs #savePhDs",Surprise
114,2021-09-11 11:27:18+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1436652566096588803,1.44E+18,SUMAIRAIRUMKHA1,@Zai2Afzal Yes. Agree with you #StopLootingPhDs #savePhDs,Surprise
115,2021-09-11 11:22:19+00:00,https://twitter.com/Zai2Afzal/status/1436651313471836163,1.44E+18,Zai2Afzal,Keep it up #savePhDs #StopLootingPhDs https://t.co/Xhrq5n2nnB,Surprise
116,2021-09-11 11:20:03+00:00,https://twitter.com/ImranaPhD/status/1436650742820053001,1.44E+18,ImranaPhD,"Say no to corruption
#StopLootingPhDs 
#savePhDs https://t.co/XHsRnPU10m",Surprise
117,2021-09-11 11:18:54+00:00,https://twitter.com/Zai2Afzal/status/1436650452200923138,1.44E+18,Zai2Afzal,"We need to protest against #HEC, government, and universities in front of Parliament house.....we need to find raising for it and arrange this event....need some practical steps. #StopLootingPhDs #savePhDs",Surprise
118,2021-09-11 11:17:10+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1436650016874156037,1.44E+18,SUMAIRAIRUMKHA1,"#StopLootingPhDs 
#savePhDs 
I think Ignorance is also a blessinG. https://t.co/rgkD6F0FO8",Happy
119,2021-09-11 11:16:39+00:00,https://twitter.com/Rabiamufti1/status/1436649889413406727,1.44E+18,Rabiamufti1,"Immediate steps should be executed by Government to stop taking heavy job processing fees from the already un-employed Phds
#savePhDs #StopLootingPhDs
@ImranKhanPTI @Shafqat_Mahmood",Surprise
120,2021-09-11 11:14:02+00:00,https://twitter.com/KhalidUsmanPk/status/1436649228357586950,1.44E+18,KhalidUsmanPk,What are the plans of Govt. to effectively use PhD degree holders in the country by providing them reasonable job opportunities? #SavePhDs https://t.co/pokBA9HX29,Happy
121,2021-09-11 11:13:42+00:00,https://twitter.com/ImranaPhD/status/1436649144379219970,1.44E+18,ImranaPhD,@Shafqat_Mahmood we assumed that you have an empathy for your youth. And you ll hear our voices. #StopLootingPhDs #savePhDs https://t.co/IG42x0JZj1,Happy
122,2021-09-11 11:12:56+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1436648953483825155,1.44E+18,SUMAIRAIRUMKHA1,"@MashwaniAzhar How can you people do such things. Why you are not focusing on our real issues? You people are doing Such idiotic stuff from last 3 years. We are facing many social, cultural and financial issues, which need your attention. #savePhDs #StopLootingPhDs",Angry
123,2021-09-11 11:11:19+00:00,https://twitter.com/ImranaPhD/status/1436648544413396994,1.44E+18,ImranaPhD,"@Zai2Afzal Yes indeed. It must be discouraged but who will do that. @hecpkofficial @Shafqat_Mahmood #StopLootingPhDs 
#savePhDs",Fear
124,2021-09-11 11:11:05+00:00,https://twitter.com/mansurkhattak/status/1436648486846488576,1.44E+18,mansurkhattak,"Sir @Shafqat_Mahmood, doesn't the higher education come under your jurisdictions, I saw you responding to every school student asking for online exam but never responded to any PhD.
#StopLootingPhDs
#SavePhDs",Surprise
125,2021-09-11 11:10:11+00:00,https://twitter.com/ImranaPhD/status/1436648261092261893,1.44E+18,ImranaPhD,"@Saira_Bhatti07 @Zai2Afzal Say no to processing fee
Say no to visiting faculty 
Say no to parchi candidates
Say no to exploitation 
#StopLootingPhDs 
#savePhDs",Surprise
126,2021-09-11 11:08:56+00:00,https://twitter.com/ImranaPhD/status/1436647946410397704,1.44E+18,ImranaPhD,@Saira_Bhatti07 @Dr_Huda_Says @AzharIndus @mansurkhattak @MasoodNiazi16 @AWBhutto @munirahmedap @Shafqat_Mahmood @ArifAlvi @ImranKhanPTI @DrMuradPTI Exactly aisa kahin b nhn hota k ap jobless candidate cy e hazarun rupay lain srf application submit krny k nam p. #StopLooy #savePhDs,Surprise
127,2021-09-11 11:07:52+00:00,https://twitter.com/Zai2Afzal/status/1436647677312262146,1.44E+18,Zai2Afzal,Say no to visiting faculty. #phdvoice #savePhDs,Surprise
128,2021-09-11 11:03:28+00:00,https://twitter.com/Dr_Huda_Says/status/1436646569219080193,1.44E+18,Dr_Huda_Says,"@Drimranaamir @Saira_Bhatti07 @AzharIndus @mansurkhattak @MasoodNiazi16 @AWBhutto @munirahmedap @Shafqat_Mahmood @ArifAlvi @ImranKhanPTI @DrMuradPTI When I was a student I've just paid admission fee. Now after graduation, I have to manage to pay various fee with mori wali pockets.
Aik mori @ImranKhanPTI ki shirt main thi, dosri meri pocket main hy. #savePhDs #StopLootingPhDs",Sad
129,2021-09-11 10:45:21+00:00,https://twitter.com/OfPhds/status/1436642009939329025,1.44E+18,OfPhds,"@ChemistRazzaque For taking 3k to 6k but not responsible for single acknowledged mail for receiving.
#StopLootingPhD
#SavePhDs",Surprise
130,2021-09-11 10:43:01+00:00,https://twitter.com/Dr_Huda_Says/status/1436641421986050048,1.44E+18,Dr_Huda_Says,"@mansurkhattak @ImranKhanPTI @Shafqat_Mahmood They still won't give you job rather would ask you to becom volunteer ambassador for panahgah scheme so that you may finally find sakoon in ----. 
#stopLootingPhDs #savePhDs",Fear
131,2021-09-11 10:42:56+00:00,https://twitter.com/ahmemon05/status/1436641403770179590,1.44E+18,ahmemon05,"#savePhDs 
#StopLootingPhDs 
HEC if you can't provide any relief to scholars then why are wasting precious time of them. 3K application fee, 2 years old degree can't apply, shortlisting after 18 months, written test result after 8 months, divided in cohort takes another one year. https://t.co/o7mSTUdkxi",Fear
132,2021-09-11 10:36:54+00:00,https://twitter.com/ImranaPhD/status/1436639883683155970,1.44E+18,ImranaPhD,@Dr_Huda_Says Wastage of time by inducting PhDs as visiting faculty. #StopLootingPhDs #savePhDs,Surprise
133,2021-09-11 10:35:58+00:00,https://twitter.com/Saira_Bhatti07/status/1436639647397027845,1.44E+18,Saira_Bhatti07,"Very unfortunate if PhDs can't be relieved that how about education mean in Pak education can't be relieved.
#StopLootingPhDs 
#SavePhDs https://t.co/AXbRuC3VhA",Fear
134,2021-09-11 10:30:59+00:00,https://twitter.com/ImranaPhD/status/1436638393304293376,1.44E+18,ImranaPhD,"@Saira_Bhatti07 @hecpkofficial @Shafqat_Mahmood 
Someone must look into this matter. That why this lawlessness is prevalent in our HEI... #StopLootingPhDs #savePhDs @betterpakistan",Fear
135,2021-09-11 10:29:53+00:00,https://twitter.com/Dr_Huda_Says/status/1436638116668919809,1.44E+18,Dr_Huda_Says,Offering visiting faculty to early career PhDs is actually the misuse of their potential #savePhDs #StopLootingPhDs https://t.co/J34I5JqnXv,Fear
136,2021-09-11 10:26:14+00:00,https://twitter.com/SUMAIRAIRUMKHA1/status/1436637198296797185,1.44E+18,SUMAIRAIRUMKHA1,off course proud moment for our govt. As its panahGhah is utilized by a PhD. #StopLootingPhDs  #savePhDs https://t.co/Pwxkzel7xJ,Happy
137,2021-09-11 10:25:59+00:00,https://twitter.com/mansurkhattak/status/1436637135034068993,1.44E+18,mansurkhattak,"I raised this issue on citizen portal and they said relief can't be granted.

#StopLootingPhDs  #savePhDs https://t.co/L3hj2LpkSY https://t.co/HbfrgG7B3c",Fear
138,2021-09-11 10:24:13+00:00,https://twitter.com/ImranaPhD/status/1436636690240753667,1.44E+18,ImranaPhD,@mansurkhattak @ImranKhanPTI @Shafqat_Mahmood They will be proud of Their accommodation facilities for highly educated https://t.co/CKaoewHL7Z will be used as election campaign to highlight importance of panagah schemes. #StopLootingPhDs #savePhDs,Happy
139,2021-09-11 10:22:53+00:00,https://twitter.com/Saira_Bhatti07/status/1436636355883421700,1.44E+18,Saira_Bhatti07,"Yes our salary as a visiting is even less then a labour so we should have ehsas card. 
#StopLootingPhDs
#SavePhDs https://t.co/hyD9SmiY4z",Surprise
140,2021-09-11 10:22:19+00:00,https://twitter.com/ImranaPhD/status/1436636212455002115,1.44E+18,ImranaPhD,"True for jobless PhDs...
 #savePhDs 
#StopLootingPhDs https://t.co/8GwoDW5QqK",Surprise
141,2021-09-11 10:17:49+00:00,https://twitter.com/farooqAlashari/status/1436635081666449413,1.44E+18,farooqAlashari,"In the last year and a half, I paid around 0.2 million rupees to different universities, in the form of job application fee, printing, courier charges. To some Unis even twice &amp; trice for the same position. Result: not even processed or hired a referral.#savePhDs #StopLootingPhDs",Happy
142,2021-09-11 10:16:56+00:00,https://twitter.com/ChemistRazzaque/status/1436634858965581825,1.44E+18,ChemistRazzaque,The only application system in the world where no acknowledgement is received. #SavePhDs #StopLootingPhDs,Surprise
143,2021-09-11 10:04:38+00:00,https://twitter.com/ImranaPhD/status/1436631765821632515,1.44E+18,ImranaPhD,@mansurkhattak Fee will be used to run university or thise amount would be utilized to pay the visiting faculty at the end of the semester. #StopLootingPhDs #savePhDs,Surprise
144,2021-09-11 10:03:00+00:00,https://twitter.com/ImranaPhD/status/1436631354096197633,1.44E+18,ImranaPhD,@farooqAlashari Exactly there must be an end to this exploitation. #StopLootingPhDs #savePhDs,Surprise
145,2021-09-11 10:02:20+00:00,https://twitter.com/farooqAlashari/status/1436631186701422595,1.44E+18,farooqAlashari,PhDs are continuously being exploited through hiring visiting faculty and keeping hundreds of regulars positions vacant by the universities. Why HEC is silent and is not able to enforce its policies to universities?  #StopLootingPhDs #savePhDs #saveEducation,Fear
146,2021-09-11 10:01:00+00:00,https://twitter.com/farooqAlashari/status/1436630847952670720,1.44E+18,farooqAlashari,In last few years 30 new universities are started by government just to earn money but there is no jobs for few thousands PhDs. They are exploiting these highly qualified people by offering jobs as visiting faculty. #savePhDs #StopLootingPhDs,Fear
147,2021-09-11 10:00:16+00:00,https://twitter.com/mansurkhattak/status/1436630665420812290,1.44E+18,mansurkhattak,"After charging 2500-5000, why do unis need 3-5 sets of online application form and educational testimonials. Can't they just print it as per need. What is the fee for.
#StopLootingPhDs  #savePhDs",Happy
148,2021-09-11 09:59:41+00:00,https://twitter.com/farooqAlashari/status/1436630516271394816,1.44E+18,farooqAlashari,No more humiliation no more joblessness among PhDs #savePhDs #StopLootingPhDs,Sad
